step,reward,actor_loss,critic_loss
1,0.5,-0.02329700067639351,0.0077264984138309956
1001,0.529411792755127,-0.018682051450014114,0.008456489071249962
2001,0.7692307829856873,-0.029446104541420937,0.009354266338050365
3001,0.699999988079071,-0.02886609360575676,0.008143329061567783
4001,0.800000011920929,-0.034203581511974335,0.012450860813260078
5001,0.3529411852359772,-0.035535477101802826,0.00781630352139473
6001,0.1666666716337204,-0.03732939064502716,0.003009081119671464
7001,0.47058823704719543,-0.04378896579146385,0.0077230981551110744
8001,0.13333334028720856,-0.03441382199525833,0.0030174842104315758
9001,0.29411765933036804,-0.03181944042444229,0.005288616754114628
10001,0.7142857313156128,-0.041700579226017,0.005001230165362358
11001,0.375,-0.03592894971370697,0.005738515406847
12001,0.15789473056793213,-0.03852961212396622,0.003453579731285572
13001,0.25,-0.04106905683875084,0.0039762696251273155
14001,0.5833333730697632,-0.050825294107198715,0.006715117022395134
15001,0.07692307978868484,-0.043530382215976715,0.003636009991168976
16001,0.5714285969734192,-0.0436549186706543,0.006982576102018356
17001,0.47058823704719543,-0.04701407998800278,0.007502378895878792
18001,1.0,-0.0578315407037735,0.0072440169751644135
19001,0.785714328289032,-0.05157353729009628,0.00946076400578022
20001,0.3333333432674408,-0.04627612978219986,0.004904214292764664
21001,0.3529411852359772,-0.0449778214097023,0.006147131789475679
22001,1.0,-0.05088159441947937,0.012225817888975143
23001,0.5333333611488342,-0.048646166920661926,0.007140430621802807
24001,0.5714285969734192,-0.057654671370983124,0.008517106994986534
25001,0.3076923191547394,-0.04891036078333855,0.005164448171854019
26001,1.25,-0.0520545057952404,0.011692428961396217
27001,0.9090909361839294,-0.057444240897893906,0.011491763405501842
28001,0.4285714626312256,-0.05058414489030838,0.007221579551696777
29001,0.692307710647583,-0.0461413599550724,0.009281034581363201
30001,0.3333333432674408,-0.045195866376161575,0.008665264584124088
31001,0.625,-0.04460771754384041,0.00878042820841074
32001,0.46153849363327026,-0.05601081997156143,0.008128918707370758
33001,0.3571428656578064,-0.045188844203948975,0.00662893895059824
34001,0.5,-0.04737226665019989,0.00713806739076972
35001,0.5555555820465088,-0.0380183644592762,0.007147447671741247
36001,0.2857142984867096,-0.042441755533218384,0.005932169035077095
37001,0.75,-0.045429132878780365,0.007927214726805687
38001,0.2857142984867096,-0.050914883613586426,0.005639331880956888
39001,0.7777777910232544,-0.047245003283023834,0.0075158001855015755
40001,0.6000000238418579,-0.04712033271789551,0.008806879632174969
41001,0.6000000238418579,-0.0342283770442009,0.006037305574864149
42001,0.8181818723678589,-0.034918494522571564,0.008323394693434238
43001,1.125,-0.04106318950653076,0.0075637707486748695
44001,0.9000000357627869,-0.036266930401325226,0.0071178013458848
45001,0.2666666805744171,-0.044670648872852325,0.006337333936244249
46001,1.100000023841858,-0.04703941196203232,0.009891293942928314
47001,0.8181818723678589,-0.04353459179401398,0.00958902109414339
48001,0.6666666865348816,-0.037015751004219055,0.01149582490324974
49001,0.27272728085517883,-0.04257906228303909,0.007256193086504936
50001,0.7272727489471436,-0.03547739237546921,0.010617601685225964
51001,0.3125,-0.03303226828575134,0.006359746679663658
52001,0.4166666865348816,-0.03572481870651245,0.00554804690182209
53001,0.75,-0.030394811183214188,0.009562994353473186
54001,1.0,-0.03527934104204178,0.009502983652055264
55001,1.7142858505249023,-0.036080192774534225,0.01462280098348856
56001,0.7777777910232544,-0.044655635952949524,0.008877472020685673
57001,0.5555555820465088,-0.022227711975574493,0.009585680440068245
58001,0.699999988079071,-0.025944188237190247,0.008077300153672695
