step,reward,actor_loss,critic_loss
1,0.0,-0.07065942883491516,0.017415577545762062
2001,0.0,-0.015912991017103195,0.008714472874999046
4001,0.0,-0.004127424210309982,0.006581560708582401
6001,0.0,0.0022235759533941746,0.005334171466529369
8001,0.0,-0.0016268142499029636,0.005016881972551346
10001,0.0,0.0023861839435994625,0.004571862984448671
12001,0.0,-0.0009906169725582004,0.004127422347664833
14001,0.0,0.00020351860439404845,0.0040928153321146965
16001,0.0,-0.0009447642369195819,0.00393952801823616
18001,0.0,0.0008093674550764263,0.00363773456774652
20001,0.0,3.531231186570949e-06,0.0035486898850649595
22001,0.0,0.0014373504091054201,0.003674486419185996
24001,0.0,0.0001635615190025419,0.0034471643157303333
26001,0.0,-4.7186313167912886e-06,0.003075259504839778
28001,0.0,-1.7858953924587695e-06,0.0031632378231734037
30001,0.0,-9.846060129348189e-05,0.0030358778312802315
32001,0.0,-0.0014854971086606383,0.003002352546900511
34001,0.0,0.002303002867847681,0.0030186385847628117
36001,0.0,0.0015838125254958868,0.002788783283904195
38001,0.0,6.01743568040547e-06,0.0030919527634978294
40001,0.0,-4.4953389988222625e-06,0.0027744609396904707
42001,0.0,0.0005492570344358683,0.0027868084143847227
44001,0.0,-5.5980672186706215e-06,0.002633577212691307
46001,0.0,-0.00032838177867233753,0.002627978101372719
48001,0.0,4.1350208448420744e-06,0.002569097327068448
50001,0.0,-4.444437308848137e-06,0.00237263017334044
52001,0.0,3.5037746783928014e-06,0.002400206634774804
54001,0.0,3.001450977535569e-06,0.0024902529548853636
56001,0.0,0.0012189066037535667,0.0023601409047842026
58001,0.0,8.538498263988004e-07,0.0022443814668804407
60001,0.0,-0.0007661724812351167,0.0021250394638627768
62001,0.0,0.00020505320571828634,0.002083825645968318
64001,0.0,2.7070784653915325e-06,0.0022294993977993727
66001,0.0,-4.928116140945349e-06,0.0021042299922555685
68001,0.0,0.0015679853968322277,0.0021135169081389904
70001,0.0,0.000811887439340353,0.0019863666966557503
72001,0.0,2.330119286853005e-06,0.0020439536310732365
74001,0.0,-4.645537956093904e-06,0.0019210020545870066
76001,0.0,1.1274061080257525e-06,0.00192212441470474
78001,0.0,-7.569536592200166e-06,0.0018269486026838422
80001,0.0,0.0005943537689745426,0.0017772734863683581
82001,0.0,4.1230985516449437e-05,0.0017352894647046924
84001,0.0,6.72116584610194e-06,0.0016519951168447733
86001,0.0,-6.381835191859864e-06,0.001601619878783822
88001,0.0,-1.3602421859104652e-05,0.0015273266471922398
90001,0.0,0.00041609175968915224,0.0015047700144350529
92001,0.0,0.000158641385496594,0.0014575516106560826
94001,0.0,-0.0024004520382732153,0.0014485139399766922
96001,0.0,-2.8712531275232323e-05,0.0013869234826415777
98001,0.0,0.0005044576828368008,0.0013954073656350374
100001,0.0,1.0437463970447425e-05,0.0013449470279738307
102001,0.0,0.0002647125511430204,0.0013084991369396448
104001,0.0,-1.8250738094138796e-06,0.0013034776784479618
106001,0.0,0.0012784769060090184,0.0012623996008187532
108001,0.0,-0.0004738687421195209,0.0012275390326976776
110001,0.0,0.00021075386030133814,0.001201633713208139
112001,0.0,0.00038485476397909224,0.0012052966048941016
114001,0.0,0.0003014026442542672,0.001188731170259416
116001,0.0,1.9258470274508e-05,0.0011499034008011222
118001,0.0,-0.00057712517445907,0.0011858920333907008
120001,0.0,2.0012112145195715e-06,0.001069823745638132
122001,0.0,6.098815447330708e-06,0.0011304044164717197
124001,0.0,0.0002574269601609558,0.0010599683737382293
126001,0.0,8.783739758655429e-06,0.0010756574338302016
128001,0.0,-0.0001709844800643623,0.0010216007940471172
130001,0.0,2.0975667212042026e-06,0.0010022632777690887
132001,0.0,3.496998260743567e-06,0.0009220935753546655
134001,0.0,-3.3734413591446355e-06,0.0009062254102900624
136001,0.0,-0.000446800870122388,0.000896733661647886
138001,0.0,0.00018349397578276694,0.0008505784790031612
140001,0.0,0.0005159177235327661,0.0008803754462860525
142001,0.0,-0.0003582490317057818,0.0008468568557873368
144001,0.0,8.64790035848273e-06,0.0008211093954741955
146001,0.0,0.00031543345539830625,0.0007567250286228955
148001,0.0,0.00017069924797397107,0.0007304110913537443
150001,0.0,9.02988358575385e-06,0.0007148233125917614
152001,0.0,0.0006720530800521374,0.0006754202186129987
154001,0.0,-1.0499056770640891e-05,0.0007017736206762493
156001,0.0,0.0006640011561103165,0.0006480432930402458
158001,0.0,8.267958946817089e-06,0.0006270436570048332
160001,0.0,1.2440227692422923e-05,0.0006015580729581416
162001,0.0,1.0299516361556016e-05,0.0006638774066232145
164001,0.0,-5.584375230682781e-06,0.0006049182848073542
166001,0.0,1.7806474716053344e-05,0.0006143163773231208
168001,0.0,0.0001338738074991852,0.0005469553871080279
170001,0.0,-0.0002766891848295927,0.0005813831812702119
172001,0.0,-0.0006140489713288844,0.0005429100128822029
174001,0.0,0.0007297711563296616,0.0005819913931190968
176001,0.0,-0.0005137062398716807,0.0005457164370454848
178001,0.0,9.034946657493492e-08,0.0005587292253039777
180001,0.0,1.2676245205511805e-05,0.000476103596156463
182001,0.0,-4.553140570351388e-06,0.00047379566240124404
184001,0.0,0.00026385008823126554,0.0004992600297555327
186001,0.0,-0.001249631168320775,0.00047797642764635384
188001,0.0,-0.00155254069250077,0.0004497041809372604
190001,0.0,-0.0008186287013813853,0.0004351508105173707
192001,0.0,-0.0017673142720013857,0.0005355318426154554
194001,0.0,-4.305359198042424e-06,0.0004850223776884377
196001,0.0,-2.169371782656526e-06,0.00044531887397170067
198001,0.0,3.4042072911688592e-06,0.00044836453162133694
200001,0.0,-1.2609398254426196e-06,0.00037443064502440393
202001,0.0,-3.854954229609575e-06,0.0003790768969338387
204001,0.0,5.355696885089856e-06,0.00042195047717541456
206001,0.0,-0.00026994856307283044,0.0004100694786757231
208001,0.0,0.0003010336949955672,0.0003969701938331127
210001,0.0,5.104201932226715e-07,0.0003710114979185164
212001,0.0,1.4004460808791919e-06,0.000369840330677107
214001,0.0,1.0789353837026283e-06,0.0003674266627058387
216001,0.0,-8.073658932516992e-07,0.0003341594128869474
218001,0.0,-2.1834146082255756e-06,0.00034271791810169816
220001,0.0,-2.805873464239994e-06,0.0003785336739383638
222001,0.0,2.0221110119678087e-08,0.0003155694284942001
224001,0.0,1.8005492563588632e-07,0.0003182964283041656
226001,0.0,-2.5065946829272434e-06,0.0002991534711327404
228001,0.0,-0.0005315077141858637,0.00030612736009061337
230001,0.0,2.5788156108319527e-06,0.00026728989905677736
232001,0.0,9.401915121998172e-07,0.00024853498325683177
234001,0.0,1.6883376474652323e-06,0.00029117491794750094
236001,0.0,-1.2081154636689462e-06,0.00024496123660355806
238001,0.0,2.4759897314652335e-06,0.00026772430283017457
240001,0.0,5.870363679605362e-07,0.00022498583712149411
242001,0.0,0.0006676537450402975,0.0002181732706958428
244001,0.0,-8.387142003130066e-08,0.00024486848269589245
246001,0.0,0.0004891392891295254,0.0002333807642571628
248001,0.0,1.5163961961661698e-06,0.00023124172003008425
250001,0.0,-2.278964302604436e-06,0.000218706059968099
252001,0.0,1.4530370435750228e-06,0.0001987242721952498
254001,0.0,-3.8241199717958807e-07,0.00021855140221305192
256001,0.0,-1.1920810720766895e-06,0.00020717905135825276
258001,0.0,0.0007092301384545863,0.00021863881556782871
260001,0.0,-1.3174005744076567e-06,0.00018306888523511589
262001,0.0,9.898684538711677e-07,0.000188342688488774
264001,0.0,1.0062980209113448e-06,0.00018594443099573255
266001,0.0,5.678851380253036e-07,0.00020947518351022154
268001,0.0,0.0005686737713404,0.00017995110829360783
