step,reward,actor_loss,critic_loss,hypergradient,final_product,cosine_similarities
1,24.78205108642578,-0.004627211019396782,0.4873160719871521,0.0,0.0,0.0
2001,21.276594161987305,-0.0022615394555032253,0.4926491379737854,0.0,0.0,0.0
4001,25.265823364257812,-0.0021308613941073418,0.5390560626983643,0.0,0.0,0.0
6001,24.64197540283203,-0.004370538983494043,0.6845914721488953,0.0,0.0,0.0
8001,23.702381134033203,-0.0039063491858541965,0.9176433086395264,0.0,0.0,0.0
10001,23.91566276550293,-0.004963797051459551,1.2966084480285645,0.0,0.0,0.0
12001,25.675325393676758,-0.004433330614119768,1.4106978178024292,0.0,0.0,0.0
14001,23.819278717041016,-0.0026358519680798054,1.8692622184753418,0.0,0.0,0.0
16001,27.70833396911621,-0.007448856718838215,2.0468060970306396,0.0,0.0,0.0
18001,25.766233444213867,-0.007069278974086046,2.256054162979126,0.0,0.0,0.0
20001,26.662160873413086,-0.008099962025880814,2.470926284790039,0.0,0.0,0.0
22001,25.8157901763916,-0.008756096474826336,2.489727735519409,0.0,0.0,0.0
24001,25.602563858032227,-0.010426159016788006,2.718639612197876,0.0,0.0,0.0
26001,25.805194854736328,-0.011797131039202213,2.988915205001831,0.0,0.0,0.0
28001,29.22058868408203,-0.011757129803299904,3.0171847343444824,0.0,0.0,0.0
30001,28.65217399597168,-0.015509163960814476,3.28157639503479,0.0,0.0,0.0
32001,27.287670135498047,-0.011976881884038448,3.958618640899658,0.0,0.0,0.0
34001,27.02702522277832,-0.014264807105064392,4.662375450134277,0.0,0.0,0.0
36001,26.51999855041504,-0.015478432178497314,4.4786272048950195,0.0,0.0,0.0
38001,24.774999618530273,-0.020220501348376274,4.900973796844482,0.0,0.0,0.0
40001,32.065574645996094,-0.021082615479826927,4.0411224365234375,0.0,0.0,0.0
42001,28.571428298950195,-0.019942419603466988,4.60930871963501,0.0,0.0,0.0
44001,27.125,-0.02238284982740879,4.9441633224487305,0.0,0.0,0.0
46001,30.015384674072266,-0.018315717577934265,5.168406009674072,0.0,0.0,0.0
48001,29.893938064575195,-0.020695403218269348,5.364670276641846,0.0,0.0,0.0
50001,27.91549301147461,-0.026753006502985954,5.419678211212158,0.0,0.0,0.0
52001,29.343284606933594,-0.025574715808033943,5.240492820739746,0.0,0.0,0.0
54001,32.67213439941406,-0.02735448256134987,5.027256488800049,0.0,0.0,0.0
56001,32.77049255371094,-0.029356513172388077,4.976253032684326,0.0,0.0,0.0
58001,30.106060028076172,-0.03348042070865631,5.652120113372803,0.0,0.0,0.0
60001,33.233333587646484,-0.0287398099899292,6.082238674163818,0.0,0.0,0.0
62001,31.539684295654297,-0.029643243178725243,6.342994213104248,0.0,0.0,0.0
64001,30.4769229888916,-0.03692032769322395,5.902403831481934,0.0,0.0,0.0
66001,35.66071701049805,-0.027000369504094124,6.26491117477417,0.0,0.0,0.0
68001,32.5,-0.026965083554387093,6.311411380767822,0.0,0.0,0.0
70001,32.06451416015625,-0.03524511680006981,5.8852949142456055,0.0,0.0,0.0
72001,32.17741775512695,-0.039315756410360336,5.743531227111816,0.0,0.0,0.0
74001,34.859649658203125,-0.03880994766950607,5.8980817794799805,0.0,0.0,0.0
76001,37.69231033325195,-0.03686457499861717,5.611423492431641,0.0,0.0,0.0
78001,35.33928680419922,-0.03656092658638954,6.04206657409668,0.0,0.0,0.0
80001,33.7931022644043,-0.04787797853350639,5.686029434204102,0.0,0.0,0.0
82001,35.10714340209961,-0.03785703703761101,5.9134202003479,0.0,0.0,0.0
84001,41.208335876464844,-0.04281621053814888,5.1566057205200195,0.0,0.0,0.0
86001,40.48979568481445,-0.0427066907286644,4.948583126068115,0.0,0.0,0.0
88001,37.80769348144531,-0.038826096802949905,6.028488636016846,0.0,0.0,0.0
90001,41.395835876464844,-0.036719322204589844,6.021179676055908,0.0,0.0,0.0
92001,44.5,-0.03774455562233925,5.225949764251709,0.0,0.0,0.0
94001,37.235294342041016,-0.045349620282649994,5.492633819580078,0.0,0.0,0.0
96001,50.9487190246582,-0.04478606954216957,4.844451427459717,0.0,0.0,0.0
98001,46.52381134033203,-0.04161931946873665,6.1378254890441895,0.0,0.0,0.0
100001,38.66666793823242,-0.05255909636616707,5.230010509490967,0.0,0.0,0.0
102001,43.26087188720703,-0.05058467015624046,5.265401840209961,0.0,0.0,0.0
104001,40.775508880615234,-0.04292282089591026,5.793207168579102,0.0,0.0,0.0
106001,52.86111068725586,-0.04765462130308151,5.7683634757995605,0.0,0.0,0.0
108001,42.212764739990234,-0.05424864962697029,5.536823272705078,0.0,0.0,0.0
110001,44.222225189208984,-0.05390730872750282,5.423438549041748,0.0,0.0,0.0
112001,48.1219482421875,-0.05032290890812874,4.838287353515625,0.0,0.0,0.0
114001,51.128204345703125,-0.047181688249111176,4.822647571563721,0.0,0.0,0.0
116001,54.0,-0.049419794231653214,4.783741474151611,0.0,0.0,0.0
118001,49.75,-0.046222928911447525,4.329283237457275,0.0,0.0,0.0
120001,54.5,-0.04649072512984276,4.828981876373291,0.0,0.0,0.0
122001,53.89188766479492,-0.05237126350402832,5.041283130645752,0.0,0.0,0.0
124001,51.81578826904297,-0.055033087730407715,4.903770446777344,0.0,0.0,0.0
126001,54.52777862548828,-0.061150576919317245,5.373935222625732,0.0,0.0,0.0
128001,55.27777862548828,-0.05219389498233795,5.938883304595947,0.0,0.0,0.0
130001,59.151512145996094,-0.048422250896692276,5.00248384475708,0.0,0.0,0.0
132001,61.21875,-0.04478691145777702,4.9393181800842285,0.0,0.0,0.0
134001,62.54838562011719,-0.05772566795349121,4.36048698425293,0.0,0.0,0.0
136001,70.28572082519531,-0.0460330992937088,5.659924030303955,0.0,0.0,0.0
138001,68.6551742553711,-0.047098156064748764,5.78451681137085,0.0,0.0,0.0
140001,60.121212005615234,-0.06641533225774765,5.258213043212891,0.0,0.0,0.0
142001,79.15999603271484,-0.03637594357132912,7.0517897605896,0.0,0.0,0.0
144001,82.75,-0.03374097868800163,5.703738689422607,0.0,0.0,0.0
146001,72.14814758300781,-0.049673691391944885,4.427814483642578,0.0,0.0,0.0
148001,82.29167175292969,-0.051151372492313385,4.39818000793457,0.0,0.0,0.0
150001,72.76923370361328,-0.05554519221186638,5.323387145996094,0.0,0.0,0.0
152001,99.45000457763672,-0.03235515579581261,5.984081745147705,0.0,0.0,0.0
154001,68.64286041259766,-0.06163046509027481,5.394017219543457,0.0,0.0,0.0
156001,90.0,-0.0534503199160099,6.112514019012451,0.0,0.0,0.0
158001,85.43478393554688,-0.04613470286130905,6.13433837890625,0.0,0.0,0.0
160001,90.5,-0.05055924504995346,5.954421043395996,0.0,0.0,0.0
162001,86.81818389892578,-0.0555848628282547,4.810767650604248,0.0,0.0,0.0
164001,110.77777862548828,-0.03259601816534996,6.017123699188232,0.0,0.0,0.0
166001,96.80000305175781,-0.05431194603443146,5.855360984802246,0.0,0.0,0.0
168001,100.0,-0.04684997722506523,6.031989097595215,0.0,0.0,0.0
170001,89.18182373046875,-0.06321384012699127,5.636877059936523,0.0,0.0,0.0
172001,104.64705657958984,-0.05215022340416908,4.805924892425537,0.0,0.0,0.0
174001,103.78947448730469,-0.036223046481609344,5.24616003036499,0.0,0.0,0.0
176001,105.16666412353516,-0.04017247259616852,4.809868335723877,0.0,0.0,0.0
178001,80.0,-0.060699064284563065,6.176611423492432,0.0,0.0,0.0
180001,101.78947448730469,-0.05167469009757042,6.030196189880371,0.0,0.0,0.0
182001,133.0,-0.032482367008924484,5.339962005615234,0.0,0.0,0.0
184001,150.6923065185547,-0.04277500510215759,5.506119251251221,0.0,0.0,0.0
186001,131.07144165039062,-0.048629943281412125,4.995924949645996,0.0,0.0,0.0
188001,136.5,-0.04138170927762985,5.672123432159424,0.0,0.0,0.0
190001,130.53846740722656,-0.03990694507956505,4.999690055847168,0.0,0.0,0.0
192001,185.6999969482422,-0.024769363924860954,2.2765612602233887,0.0,0.0,0.0
194001,131.53334045410156,-0.053008418530225754,4.126447677612305,0.0,0.0,0.0
196001,161.25,-0.038812387734651566,2.808581590652466,0.0,0.0,0.0
198001,136.7857208251953,-0.042972445487976074,3.8241584300994873,0.0,0.0,0.0
200001,187.0,-0.028766950592398643,3.8432257175445557,0.0,0.0,0.0
202001,157.0,-0.022637268528342247,2.6880221366882324,0.0,0.0,0.0
204001,138.71429443359375,-0.05247194319963455,3.4053218364715576,0.0,0.0,0.0
206001,123.6875,-0.03556832671165466,4.392583847045898,0.0,0.0,0.0
208001,189.8000030517578,-0.025149475783109665,2.9346468448638916,0.0,0.0,0.0
210001,157.4545440673828,-0.03156770393252373,4.261260986328125,0.0,0.0,0.0
212001,160.4166717529297,-0.024604879319667816,2.969123125076294,0.0,0.0,0.0
214001,173.0,-0.02712314762175083,1.1651629209518433,0.0,0.0,0.0
216001,155.33334350585938,-0.046794161200523376,4.541225910186768,0.0,0.0,0.0
218001,114.76470947265625,-0.04910629615187645,5.450413227081299,0.0,0.0,0.0
220001,189.10000610351562,-0.022417839616537094,2.415454149246216,0.0,0.0,0.0
222001,142.71429443359375,-0.035150445997714996,4.108230113983154,0.0,0.0,0.0
224001,123.66667175292969,-0.04086625948548317,5.414958477020264,0.0,0.0,0.0
226001,198.90000915527344,-0.018936382606625557,2.1281588077545166,0.0,0.0,0.0
228001,161.83334350585938,-0.03350615128874779,3.1243581771850586,0.0,0.0,0.0
230001,161.6666717529297,-0.05192315950989723,3.5885839462280273,0.0,0.0,0.0
232001,150.07693481445312,-0.02848139777779579,4.95147180557251,0.0,0.0,0.0
234001,180.3000030517578,-0.032798103988170624,3.5745954513549805,0.0,0.0,0.0
236001,218.375,-0.009773815982043743,0.9841992855072021,0.0,0.0,0.0
238001,194.0,-0.04600045084953308,4.952621936798096,0.0,0.0,0.0
240001,203.55555725097656,-0.02613166719675064,1.974461317062378,0.0,0.0,0.0
242001,218.22222900390625,-0.01906687393784523,1.8255194425582886,0.0,0.0,0.0
244001,190.10000610351562,-0.029217220842838287,3.3977391719818115,0.0,0.0,0.0
246001,203.55555725097656,-0.03006834164261818,2.63627290725708,0.0,0.0,0.0
248001,283.0,-0.0183443371206522,1.8921047449111938,0.0,0.0,0.0
250001,199.88888549804688,-0.027798643335700035,1.6977230310440063,0.0,0.0,0.0
252001,245.75,-0.018728604540228844,1.6237118244171143,0.0,0.0,0.0
254001,239.375,-0.010920208878815174,4.3347578048706055,0.0,0.0,0.0
256001,202.7777862548828,-0.037620607763528824,3.3145248889923096,0.0,0.0,0.0
258001,219.0,-0.007551880087703466,2.8686177730560303,0.0,0.0,0.0
260001,248.75,-0.02331477403640747,1.9867736101150513,0.0,0.0,0.0
262001,190.40000915527344,-0.02921655774116516,1.5764552354812622,0.0,0.0,0.0
264001,202.55555725097656,-0.023921146988868713,1.030587077140808,0.0,0.0,0.0
266001,194.10000610351562,-0.0395687073469162,3.2252461910247803,0.0,0.0,0.0
268001,218.6666717529297,-0.013444534502923489,3.6392605304718018,0.0,0.0,0.0
270001,208.625,-0.005405384115874767,1.7216815948486328,0.0,0.0,0.0
272001,235.875,-0.02011105604469776,3.717310667037964,0.0,0.0,0.0
274001,231.625,-0.01718912087380886,3.8656492233276367,0.0,0.0,0.0
276001,179.63636779785156,-0.01471307035535574,3.4773526191711426,0.0,0.0,0.0
278001,229.0,-0.042177051305770874,2.72830867767334,0.0,0.0,0.0
280001,285.2857360839844,-0.02524672821164131,3.1101162433624268,0.0,0.0,0.0
282001,286.16668701171875,-0.017087379470467567,1.965314507484436,0.0,0.0,0.0
284001,210.0,-0.025623511523008347,4.609717845916748,0.0,0.0,0.0
286001,240.625,-0.014652069658041,0.8131275773048401,0.0,0.0,0.0
288001,249.0,-0.013217099010944366,3.0558836460113525,0.0,0.0,0.0
290001,256.71429443359375,-0.013070167973637581,2.444326877593994,0.0,0.0,0.0
292001,268.4285888671875,-0.021094417199492455,4.725876808166504,0.0,0.0,0.0
294001,308.16668701171875,-0.020221294835209846,2.2328009605407715,0.0,0.0,0.0
296001,325.5,-0.0277725663036108,1.8540146350860596,0.0,0.0,0.0
298001,293.5,-0.018569469451904297,1.4765974283218384,0.0,0.0,0.0
300001,258.0,-0.012157736346125603,1.6641558408737183,0.0,0.0,0.0
302001,397.5,-0.005465986672788858,2.4704065322875977,0.0,0.0,0.0
304001,285.2857360839844,-0.025424476712942123,1.7338958978652954,0.0,0.0,0.0
306001,246.4285888671875,-0.021514207124710083,8.442229270935059,0.0,0.0,0.0
308001,299.8333435058594,-0.03404144570231438,4.150547027587891,0.0,0.0,0.0
310001,248.2857208251953,-0.027439840137958527,4.731461524963379,0.0,0.0,0.0
312001,387.8000183105469,-0.016780776903033257,3.6004655361175537,0.0,0.0,0.0
314001,287.5,-0.022020993754267693,0.8886052966117859,0.0,0.0,0.0
316001,298.8333435058594,-0.032236482948064804,3.8308990001678467,0.0,0.0,0.0
318001,281.0,-0.0347595289349556,4.289106369018555,0.0,0.0,0.0
320001,292.0,-0.01726222038269043,4.337928295135498,0.0,0.0,0.0
322001,305.66668701171875,-0.02832266315817833,1.3943933248519897,0.0,0.0,0.0
324001,290.8333435058594,-0.023119565099477768,2.4290695190429688,0.0,0.0,0.0
326001,447.0,-0.009581008926033974,3.6731910705566406,0.0,0.0,0.0
328001,278.4285888671875,-0.014288295991718769,5.804871559143066,0.0,0.0,0.0
330001,301.6000061035156,-0.0308382548391819,6.0956645011901855,0.0,0.0,0.0
332001,282.8571472167969,-0.0333733968436718,4.520142555236816,0.0,0.0,0.0
334001,302.66668701171875,-0.022477703168988228,3.866852045059204,0.0,0.0,0.0
336001,282.0,-0.020842529833316803,8.260056495666504,0.0,0.0,0.0
338001,312.6000061035156,-0.027273263782262802,4.206958293914795,0.0,0.0,0.0
340001,355.8000183105469,-0.023468712344765663,3.6878113746643066,0.0,0.0,0.0
342001,383.8000183105469,-0.011014793999493122,4.009166240692139,0.0,0.0,0.0
344001,385.0,-0.01014947984367609,6.004689693450928,0.0,0.0,0.0
346001,326.20001220703125,-0.019614754244685173,3.3190715312957764,0.0,0.0,0.0
348001,316.8333435058594,-0.020580166950821877,4.6756205558776855,0.0,0.0,0.0
350001,302.16668701171875,-0.0515555739402771,6.350091934204102,0.0,0.0,0.0
352001,381.20001220703125,-0.0176280215382576,4.947646617889404,0.0,0.0,0.0
354001,401.75,-0.013027967885136604,3.5622684955596924,0.0,0.0,0.0
356001,484.5,-0.01779499277472496,5.820152282714844,0.0,0.0,0.0
358001,362.0,-0.03416641429066658,6.398845195770264,0.0,0.0,0.0
360001,424.75,-0.018468983471393585,5.822408199310303,0.0,0.0,0.0
362001,440.5,-0.01875188760459423,5.487127304077148,0.0,0.0,0.0
364001,346.3999938964844,-0.007296265102922916,3.420271158218384,0.0,0.0,0.0
366001,315.66668701171875,-0.021526522934436798,7.164705276489258,0.0,0.0,0.0
368001,394.75,-0.02295072190463543,3.545379638671875,0.0,0.0,0.0
370001,295.3333435058594,-0.029380982741713524,5.440485000610352,0.0,0.0,0.0
372001,349.0,-0.009548157453536987,5.53204870223999,0.0,0.0,0.0
374001,385.20001220703125,-0.008718961849808693,2.667567729949951,0.0,0.0,0.0
376001,437.5,-0.028513705357909203,5.578560829162598,0.0,0.0,0.0
378001,399.0,-0.031243590638041496,5.5639190673828125,0.0,0.0,0.0
380001,483.5,-0.009029091335833073,3.507504940032959,0.0,0.0,0.0
382001,375.3999938964844,-0.02953936904668808,3.5354583263397217,0.0,0.0,0.0
384001,344.8000183105469,-0.014498664066195488,3.702704429626465,0.0,0.0,0.0
386001,496.5,-0.012430903501808643,5.559420585632324,0.0,0.0,0.0
388001,443.75,-0.010827591642737389,3.700829029083252,0.0,0.0,0.0
390001,371.6000061035156,-0.020447028800845146,2.8555691242218018,0.0,0.0,0.0
392001,381.8000183105469,-0.020624501630663872,3.7350246906280518,0.0,0.0,0.0
394001,357.6000061035156,-0.024236848577857018,7.150834560394287,0.0,0.0,0.0
396001,484.5,-0.00629265233874321,2.6158366203308105,0.0,0.0,0.0
398001,374.3999938964844,-0.009700226597487926,6.035174369812012,0.0,0.0,0.0
400001,424.25,-0.0233361404389143,2.139584541320801,0.0,0.0,0.0
