step,reward,actor_loss,critic_loss
1,-0.6936936974525452,0.0003285141137894243,0.12542474269866943
2001,-0.522522509098053,0.0008923779241740704,0.11299707740545273
4001,-0.7477477788925171,0.0003714046615641564,0.10380876809358597
6001,-0.6036036014556885,0.0002747859980445355,0.1018354520201683
8001,-0.5495495796203613,0.0007619658135809004,0.10000116378068924
10001,-0.6216216087341309,-0.0008505306905135512,0.0956878587603569
12001,-0.5855855941772461,-0.00216534617356956,0.09302528947591782
14001,-0.6126126050949097,-0.005020834039896727,0.08897371590137482
16001,-0.639639675617218,-0.00190288748126477,0.08317823708057404
18001,-0.6036036014556885,-0.0054680886678397655,0.08291749656200409
20001,-0.6666666865348816,-0.006915199104696512,0.07406992465257645
22001,-0.6126126050949097,-0.00449697719886899,0.07650093734264374
24001,-0.6036036014556885,-0.008430903777480125,0.07718238979578018
26001,-0.5765765905380249,-0.012356945313513279,0.07824106514453888
28001,-0.5855855941772461,-0.015656454488635063,0.07693803310394287
30001,-0.5495495796203613,-0.017717592418193817,0.08543726801872253
32001,-0.46846848726272583,-0.019714897498488426,0.09957052767276764
34001,-0.5495495796203613,-0.02713714726269245,0.08314668387174606
36001,-0.45045045018196106,-0.02128181979060173,0.09865476191043854
38001,-0.6036036014556885,-0.02561919391155243,0.07197780162096024
40001,-0.4954954981803894,-0.024157589301466942,0.08952607959508896
42001,-0.477477490901947,-0.03348902240395546,0.0868571326136589
44001,-0.6036036014556885,-0.028038330376148224,0.06964343786239624
46001,-0.46846848726272583,-0.023412637412548065,0.08627577871084213
48001,-0.4864864945411682,-0.02986559085547924,0.08379290997982025
50001,-0.5765765905380249,-0.021350622177124023,0.06890285015106201
52001,-0.5495495796203613,-0.03390542045235634,0.07281544804573059
54001,-0.5675675868988037,-0.04132998734712601,0.06865674257278442
56001,-0.477477490901947,-0.04230637475848198,0.07824882119894028
58001,-0.5945945978164673,-0.030250493437051773,0.06683409214019775
60001,-0.4954954981803894,-0.02935173735022545,0.0763641819357872
62001,-0.5495495796203613,-0.02921026572585106,0.06901757419109344
64001,-0.5765765905380249,-0.03166583552956581,0.06569380313158035
66001,-0.45945948362350464,-0.03160785138607025,0.08343923091888428
68001,-0.45945948362350464,-0.05025012046098709,0.07934108376502991
70001,-0.522522509098053,-0.0653306245803833,0.07682265341281891
72001,-0.531531572341919,-0.062136657536029816,0.07139766216278076
74001,-0.4324324429035187,-0.06287503242492676,0.08878351002931595
76001,-0.477477490901947,-0.07064060121774673,0.07525786012411118
78001,-0.45945948362350464,-0.07098197937011719,0.08184690028429031
80001,-0.38738739490509033,-0.09340112656354904,0.08851273357868195
82001,-0.38738739490509033,-0.08525044471025467,0.08470352739095688
84001,-0.4324324429035187,-0.07984113693237305,0.08502109348773956
86001,-0.5045045018196106,-0.0996427983045578,0.07363180816173553
88001,-0.45945948362350464,-0.07512102276086807,0.07461494952440262
90001,-0.27927929162979126,-0.10497861355543137,0.09747150540351868
92001,-0.36936938762664795,-0.09221391379833221,0.08748024702072144
94001,-0.342342346906662,-0.10403315722942352,0.09588056802749634
96001,-0.38738739490509033,-0.09869702905416489,0.09483619034290314
98001,-0.3333333432674408,-0.07780439406633377,0.09312163293361664
100001,-0.3333333432674408,-0.11095903813838959,0.09306272119283676
102001,-0.2612612545490265,-0.10862070322036743,0.1016564667224884
104001,-0.3153153359889984,-0.07548744976520538,0.09840422868728638
106001,-0.27027028799057007,-0.08773491531610489,0.10271759331226349
108001,-0.2432432472705841,-0.09302771091461182,0.1051415279507637
110001,-0.2522522509098053,-0.0968579575419426,0.10353744775056839
